Tarih,Çalışma Grubu,İstasyon Adı,Sağlam(dz),Miktar (kg.),Ürün Grubu,Model Ad
 06.Feb.2023,GÜNDÜZ,A0017,7.00,0.000,BAYAN KISAKONC,DERBILI CEMBERLİ
 16.Feb.2023,GECE,A0023,14.17,3.740,BAYAN SOKET,CEMBERLI YILDIZLI PATİK
 20.Jan.2023,GECE,A0001,16.67,4.630,KISA KONÇ,KISAKONC
 09.Jan.2023,GECE,A0001,12.17,4.410,BAYAN SOKET,POLKA DOTA ANKLE BLUE
 18.Jan.2023,GÜNDÜZ,A0001,7.58,2.050,BAYAN SOKET,EDGE FRIIL
 18.Jan.2023,GECE,A0020,6.25,0.000,BAYAN SOKET,RIB ANKLE PURPLE
 12.Feb.2023,GECE,A0034,23.00,0.000,ERKEK PATİK,CARERA PATİK
 16.Jan.2023,GECE,A0015,14.83,5.170,BAYAN SOKET,2023-1
 09.Feb.2023,GÜNDÜZ,A0022,10.25,2.180,SNİCKERS,2023-2
 23.Jan.2023,GECE,A0029,16.58,4.340,PATİK,CODE 3P.XX SHORT
 23.Jan.2023,GECE,A0009,16.83,4.310,PATİK,CODE 3P.XX SHORT
 06.Feb.2023,GECE,A0016,14.83,5.280,KISA KONÇ,KISAKONC
 06.Feb.2023,GÜNDÜZ,A0006,11.00,0.000,ERKEK PATİK,CARERA PATİK
 27.Jan.2023,GÜNDÜZ,A0021,10.08,3.090,KISA KONÇ,KISAKONC
 08.Feb.2023,GECE,A0001,11.42,4.040,BAYAN SOKET,KALPLI SOKET
 11.Jan.2023,GÜNDÜZ,A0018,6.00,0.000,BAYAN PATİK,BAYAN SIMLI PUANLI PATIK
 17.Feb.2023,GECE,A0007,13.42,2.110,BAYAN BAMBU BABET,2023-3
 27.Jan.2023,GECE,A0009,15.33,4.610,KISA KONÇ,KISAKONC
 19.Jan.2023,GECE,A0032,14.17,4.540,PATİK,CODE 3P.XX SHORT
 15.Feb.2023,GECE,A0030,21.00,7.750,BAYAN SOKET,KALPLI SOKET
 22.Jan.2023,GECE,A0033,13.67,2.510,BAYAN BAMBU BABET,2023-3
 16.Jan.2023,GECE,A0029,15.00,3.580,PATİK,CODE 3P.XX SHORT
 02.Jan.2023,GECE,A0023,11.92,4.600,BAYAN SOKET,FLAMINGO SOKET
 31.Jan.2023,GECE,A0009,20.42,4.410,BAYAN PATİK,D
 13.Jan.2023,GÜNDÜZ,A0013,7.00,2.830,BAYAN SOKET,EKRU ÇOK ARI
 20.Feb.2023,GECE,A0003,16.67,4.220,PATİK,CODE 3P.XX SHORT
 20.Feb.2023,GECE,A0029,3.00,1.090,BAYAN SOKET,PUNALI SOKET
 10.Feb.2023,GECE,A0032,14.83,8.740,SOKET TENİS,3P-TENİS HAVLU
 22.Feb.2023,GÜNDÜZ,A0029,8.83,3.170,BAYAN SOKET,PUNALI SOKET
 20.Feb.2023,GECE,A0031,18.75,9.970,SOKET TENİS,3P-TENİS HAVLU
 08.Feb.2023,GÜNDÜZ,A0035,4.17,1.470,KISA KONÇ,KISAKONC
 07.Jan.2023,GECE,A0024,8.83,3.420,BAYAN SOKET,FLAMINGO SOKET
 07.Feb.2023,GÜNDÜZ,A0035,8.67,2.980,KISA KONÇ,KISAKONC
 17.Jan.2023,GECE,A0013,15.75,4.970,PATİK,CODE 3P.XX SHORT
 05.Feb.2023,GECE,A0002,47.42,12.420,PATİK,CODE 3P.XX SHORT
 11.Jan.2023,GÜNDÜZ,A0007,7.67,2.980,BAYAN SOKET,DENIZ MAHSULLERİ
 11.Jan.2023,GECE,A0006,13.00,0.000,ERKEK PATİK,CARERA PATİK
 17.Feb.2023,GECE,A0004,14.00,0.000,ERKEK PATİK,CARERA PATİK
 13.Jan.2023,GECE,A0011,14.83,3.500,SNİCKERS,2023-2
 10.Jan.2023,GECE,A0035,11.83,4.680,BAYAN SOKET,TEK ARI
 17.Jan.2023,GÜNDÜZ,A0008,9.83,2.090,SNİCKERS,2023-2
 12.Jan.2023,GECE,A0010,14.58,4.170,BAYAN SOKET,TENIS KISAKONC
 01.Feb.2023,GECE,A0005,13.17,6.630,SOKET TENİS,3P-TENİS HAVLU
 05.Jan.2023,GÜNDÜZ,A0008,8.08,3.330,BAYAN SOKET,DENIZ MAHSULLERİ
 31.Jan.2023,GÜNDÜZ,A0017,10.00,0.000,BAYAN PATİK,BAYAN YILDIZ KABARTMA 
 20.Jan.2023,GÜNDÜZ,A0002,6.50,2.500,BAYAN SOKET,FLORAL ANKLE
 21.Feb.2023,GÜNDÜZ,A0005,6.25,3.990,SOKET TENİS,3P-TENİS HAVLU
 07.Feb.2023,GÜNDÜZ,A0002,16.42,4.410,PATİK,CODE 3P.XX SHORT
 12.Feb.2023,GECE,A0035,19.92,6.050,PATİK,CODE 3P.XX SHORT
 15.Jan.2023,GÜNDÜZ,A0036,25.67,8.080,BAYAN SOKET,2023-1
 20.Feb.2023,GECE,A0020,12.33,4.450,BAYAN SOKET,BAYAN SOKET DUZ
 18.Jan.2023,GÜNDÜZ,A0004,10.00,2.330,SNİCKERS,2023-2
 11.Jan.2023,GÜNDÜZ,A0032,7.75,3.000,BAYAN SOKET,DALSIZ PAPTYA
 08.Feb.2023,GÜNDÜZ,A0003,13.42,3.680,PATİK,CODE 3P.XX SHORT
 07.Jan.2023,GECE,A0034,21.00,0.000,ERKEK PATİK,CARERA PATİK
 18.Jan.2023,GÜNDÜZ,A0008,9.83,2.070,SNİCKERS,2023-2
 13.Jan.2023,GECE,A0003,12.08,4.200,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 06.Feb.2023,GECE,A0006,13.00,0.000,ERKEK PATİK,CARERA PATİK
 22.Feb.2023,GECE,A0013,9.75,4.440,SOKET ERKEK,2023-15
 07.Feb.2023,GECE,A0020,16.75,4.470,PATİK,CODE 3P.XX SHORT
 18.Jan.2023,GÜNDÜZ,A0029,12.08,2.840,PATİK,CODE 3P.XX SHORT
 02.Jan.2023,GÜNDÜZ,A0034,14.00,0.000,ERKEK PATİK,CARERA PATİK
 03.Jan.2023,GÜNDÜZ,A0008,7.25,3.010,BAYAN SOKET,DENIZ MAHSULLERİ
 05.Jan.2023,GÜNDÜZ,A0016,11.75,3.490,KISA KONÇ,BRK-2
 17.Jan.2023,GECE,A0024,14.33,3.270,SNİCKERS,2023-2
 06.Feb.2023,GECE,A0035,14.75,5.110,KISA KONÇ,KISAKONC
 01.Feb.2023,GÜNDÜZ,,0.00,0.000,,
 11.Jan.2023,GECE,A0036,19.17,6.190,BAYAN SOKET,2023-1
 12.Jan.2023,GÜNDÜZ,A0009,10.33,2.490,BAYAN SOKET,POLKA DOTA TRAINER BLUE
 16.Jan.2023,GECE,A0004,14.75,3.520,SNİCKERS,2023-2
 12.Feb.2023,GECE,A0026,10.00,0.000,BAYAN KISAKONC,DERBILI CEMBERLİ
 29.Jan.2023,GECE,A0001,24.67,7.560,KISA KONÇ,KISAKONC
 07.Jan.2023,GECE,A0016,31.25,9.610,KISA KONÇ,BRK-2
 04.Jan.2023,GECE,A0004,32.50,12.700,BAYAN SOKET,TEK  PAPTYA
 27.Jan.2023,GECE,A0003,15.33,4.300,PATİK,CODE 3P.XX SHORT
 26.Jan.2023,GÜNDÜZ,A0006,11.00,0.000,ERKEK PATİK,CARERA PATİK
 12.Feb.2023,GECE,A0008,21.83,3.900,ÇETİK,KAMUFLAJ  BABET
 18.Jan.2023,GÜNDÜZ,A0013,8.67,2.780,PATİK,CODE 3P.XX SHORT
 05.Feb.2023,GECE,A0027,22.08,6.800,KISA KONÇ,KISAKONC
 16.Jan.2023,GECE,A0016,15.42,5.380,BAYAN SOKET,2023-1
 01.Feb.2023,GÜNDÜZ,A0009,11.33,2.400,BAYAN PATİK,D
 05.Feb.2023,GECE,A0019,26.17,5.720,BAYAN PATİK,BAYAN KONC SIMLI CEMBER
 18.Jan.2023,GECE,A0030,16.42,4.230,PATİK,CODE 3P.XX SHORT
 25.Jan.2023,GÜNDÜZ,A0016,10.83,3.330,PATİK,CODE 3P.XX SHORT
 01.Feb.2023,GECE,A0028,16.50,5.140,KISA KONÇ,KISAKONC
 21.Feb.2023,GÜNDÜZ,A0032,6.00,0.000,HAVLU DİZALTI,DERBILI HAVLU DİZALTI
 10.Feb.2023,GECE,A0015,25.92,8.100,PATİK,CODE 3P.XX SHORT
 25.Jan.2023,GECE,A0002,12.00,4.040,BAYAN SOKET,ÇİÇEKLI
 07.Feb.2023,GECE,A0001,6.92,2.050,KISA KONÇ,KISAKONC
 29.Jan.2023,GECE,A0024,22.75,4.070,BAYAN BAMBU BABET,2023-3
 06.Feb.2023,GECE,A0030,15.75,4.300,PATİK,CODE 3P.XX SHORT
 15.Feb.2023,GECE,A0006,26.00,0.000,ERKEK PATİK,CARERA PATİK
 02.Jan.2023,GÜNDÜZ,A0023,4.75,1.840,BAYAN SOKET,FLAMINGO SOKET
 26.Jan.2023,GÜNDÜZ,A0005,1.67,0.860,SOKET TENİS,3P-TENİS HAVLU
 08.Feb.2023,GECE,A0007,14.00,2.370,ÇETİK,CEMBERLI BABET
 23.Jan.2023,GECE,A0021,17.42,4.460,PATİK,CODE 3P.XX SHORT
 12.Feb.2023,GECE,A0012,7.58,2.700,KISA KONÇ,KISAKONC
 03.Jan.2023,GÜNDÜZ,A0024,8.00,3.050,BAYAN SOKET,FLAMINGO SOKET
 13.Feb.2023,GECE,A0006,14.00,0.000,ERKEK PATİK,CARERA PATİK
 10.Jan.2023,GÜNDÜZ,A0004,8.00,3.070,BAYAN SOKET,TEK  PAPTYA
 15.Jan.2023,GÜNDÜZ,A0031,5.25,0.920,ÇETİK,3PK LOW CUT NO SHOW SOCKS
 08.Feb.2023,GECE,A0004,13.33,5.100,KISA KONÇ,KISAKONC
 15.Jan.2023,GÜNDÜZ,A0035,8.67,3.480,BAYAN SOKET,TEK ARI
 18.Jan.2023,GECE,A0016,0.08,0.000,BAYAN SOKET,2023-1
 17.Feb.2023,GECE,A0006,13.00,0.000,ERKEK PATİK,CARERA PATİK
 17.Jan.2023,GECE,A0018,21.00,0.000,BAYAN PATİK,BAYAN SIMLI KARELI  PATIK
 07.Feb.2023,GÜNDÜZ,A0026,1.00,0.000,BAYAN PATİK,KARE SIMLI PATİK
 17.Feb.2023,GÜNDÜZ,A0005,8.00,4.120,SOKET TENİS,3P-TENİS HAVLU
 23.Jan.2023,GÜNDÜZ,A0010,12.50,3.200,PATİK,CODE 3P.XX SHORT
 12.Jan.2023,GECE,A0020,10.42,3.730,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 03.Jan.2023,GÜNDÜZ,A0030,8.42,2.920,BAYAN SOKET,POLKA DOTA ANKLE BLUE
 16.Jan.2023,GECE,A0012,14.92,4.620,BAYAN SOKET,2023-1
 05.Feb.2023,GECE,A0031,24.00,4.310,BAYAN BAMBU BABET,2023-3
 30.Jan.2023,GÜNDÜZ,A0026,13.00,0.000,BAYAN PATİK,BAYAN KÜÇÜK NOKTA
 21.Feb.2023,GÜNDÜZ,A0011,0.08,0.000,BAYAN ERKEK KISAKONC HAVLU,TAM HAVLU KISA SOKET
 06.Feb.2023,GÜNDÜZ,A0014,10.42,3.620,KISA KONÇ,KISAKONC
 05.Feb.2023,GECE,A0024,24.50,4.430,ÇETİK,NOKTALI  BABET
 02.Jan.2023,GECE,A0017,13.00,0.000,BAYAN KISAKONC,TUBE CEMBERLI 
 20.Feb.2023,GECE,A0004,6.00,0.000,BAYAN ERKEK KISAKONC HAVLU,TAM HAVLU KISA SOKET
 08.Feb.2023,GÜNDÜZ,A0007,9.75,1.640,ÇETİK,CEMBERLI BABET
 04.Jan.2023,GECE,A0007,31.42,12.700,BAYAN SOKET,DENIZ MAHSULLERİ
 26.Jan.2023,GÜNDÜZ,A0022,14.67,3.380,SNİCKERS,2023-2
 09.Feb.2023,GECE,A0033,14.33,2.500,ÇETİK,KÜÇÜK YILDIZ BABET
 14.Feb.2023,GÜNDÜZ,A0028,8.33,2.880,BAYAN SOKET,PUNALI SOKET
 17.Jan.2023,GECE,A0022,15.08,3.480,SNİCKERS,2023-2
 09.Jan.2023,GECE,A0002,11.75,4.470,BAYAN SOKET,FLORAL ANKLE
 12.Jan.2023,GÜNDÜZ,A0016,10.42,3.740,BAYAN SOKET,2023-1
 11.Jan.2023,GECE,A0029,11.58,4.660,BAYAN SOKET,FLORAL ANKLE
 01.Feb.2023,GÜNDÜZ,,0.00,0.000,,
 09.Feb.2023,GÜNDÜZ,A0013,10.42,3.290,PATİK,CODE 3P.XX SHORT
 13.Jan.2023,GECE,A0020,11.67,4.110,BAYAN SOKET,RIB ANKLE PURPLE
 05.Feb.2023,GECE,A0026,31.00,0.000,BAYAN PATİK,KARE SIMLI PATİK
 13.Feb.2023,GECE,A0019,15.50,3.260,BAYAN PATİK,TEK NOKTA PATİK
 17.Jan.2023,GECE,A0032,12.58,4.050,PATİK,CODE 3P.XX SHORT
 10.Feb.2023,GECE,A0025,23.92,7.550,PATİK,CODE 3P.XX SHORT
 25.Jan.2023,GÜNDÜZ,A0036,9.58,3.000,PATİK,CODE 3P.XX SHORT
 10.Jan.2023,GECE,A0032,12.00,4.620,BAYAN SOKET,DALSIZ PAPTYA
 07.Jan.2023,GECE,A0013,20.92,8.330,BAYAN SOKET,EKRU ÇOK ARI
 07.Feb.2023,GECE,A0031,14.08,2.400,ÇETİK,BUYUK  YILDIZ BABET
 26.Jan.2023,GÜNDÜZ,A0014,13.75,4.250,PATİK,CODE 3P.XX SHORT
 20.Jan.2023,GECE,A0031,13.92,2.450,BAYAN BAMBU BABET,2023-3
 06.Jan.2023,GECE,A0016,16.92,5.260,KISA KONÇ,BRK-2
 25.Jan.2023,GÜNDÜZ,A0019,11.58,3.280,KISA KONÇ,KISAKONC
 13.Feb.2023,GÜNDÜZ,A0002,9.58,3.570,BAYAN SOKET,KALPLI SOKET
 12.Jan.2023,GÜNDÜZ,A0035,8.00,3.130,BAYAN SOKET,TEK ARI
 23.Jan.2023,GECE,A0015,13.00,4.040,PATİK,CODE 3P.XX SHORT
 07.Feb.2023,GÜNDÜZ,A0010,11.58,3.030,PATİK,CODE 3P.XX SHORT
 16.Feb.2023,GÜNDÜZ,A0029,6.08,2.410,BAYAN SOKET,PUNALI SOKET
 26.Jan.2023,GÜNDÜZ,A0033,8.75,1.590,BAYAN BAMBU BABET,2023-3
 20.Feb.2023,GECE,A0032,7.00,0.000,HAVLU DİZALTI,DERBILI HAVLU DİZALTI
 19.Jan.2023,GECE,A0011,14.75,3.450,SNİCKERS,2023-2
 01.Feb.2023,GÜNDÜZ,A0014,8.33,2.950,KISA KONÇ,KISAKONC
 07.Feb.2023,GECE,A0003,15.50,4.320,PATİK,CODE 3P.XX SHORT
 12.Jan.2023,GECE,A0007,11.92,4.680,BAYAN SOKET,DENIZ MAHSULLERİ
 09.Feb.2023,GÜNDÜZ,A0023,10.08,2.150,SNİCKERS,2023-2
 01.Feb.2023,GÜNDÜZ,,0.00,0.000,,
 14.Feb.2023,GECE,A0024,14.08,2.430,ÇETİK,KARE  BABET
 19.Jan.2023,GECE,A0034,16.00,0.000,ERKEK PATİK,CARERA PATİK
 20.Feb.2023,GECE,A0017,17.00,0.000,BAYAN PATİK,KOPEK PATİK
 22.Feb.2023,GÜNDÜZ,A0005,7.33,4.610,SOKET TENİS,3P-TENİS HAVLU
 31.Jan.2023,GECE,A0016,14.75,5.230,KISA KONÇ,KISAKONC
 20.Jan.2023,GÜNDÜZ,A0007,8.92,1.830,SNİCKERS,2023-2
 17.Feb.2023,GECE,A0033,13.75,2.210,BAYAN BAMBU BABET,2023-3
 21.Feb.2023,GÜNDÜZ,A0014,10.75,3.380,PATİK,CODE 3P.XX SHORT
 13.Feb.2023,GECE,A0014,14.83,4.580,PATİK,CODE 3P.XX SHORT
 10.Feb.2023,GECE,A0033,22.50,4.010,ÇETİK,KÜÇÜK YILDIZ BABET
 15.Feb.2023,GECE,A0020,23.75,8.120,BAYAN SOKET,CEMBERLI SOKET
 22.Feb.2023,GÜNDÜZ,A0008,7.58,4.940,SOKET TENİS,3P-TENİS HAVLU
 10.Feb.2023,GECE,A0010,26.25,6.850,PATİK,CODE 3P.XX SHORT
 18.Jan.2023,GÜNDÜZ,A0017,4.00,0.000,BAYAN PATİK,BAYAN SIMLI KARELI  PATIK
 10.Jan.2023,GÜNDÜZ,A0021,8.00,2.940,BAYAN SOKET,FLORAL ANKLE
 31.Jan.2023,GECE,A0019,16.75,3.590,BAYAN PATİK,BAYAN KONC SIMLI CEMBER
 09.Feb.2023,GÜNDÜZ,A0035,10.67,3.750,KISA KONÇ,KISAKONC
 21.Feb.2023,GECE,A0020,12.50,4.620,BAYAN SOKET,BAYAN SOKET DUZ
 16.Feb.2023,GECE,A0004,12.00,0.000,ERKEK PATİK,CARERA PATİK
 06.Jan.2023,GÜNDÜZ,A0033,7.33,3.000,BAYAN SOKET,DENIZ MAHSULLERİ
 23.Jan.2023,GECE,A0030,15.42,4.220,PATİK,CODE 3P.XX SHORT
 24.Jan.2023,GECE,A0021,16.92,4.400,PATİK,CODE 3P.XX SHORT
 20.Jan.2023,GÜNDÜZ,A0027,7.75,2.010,PATİK,CODE 3P.XX SHORT
 14.Feb.2023,GÜNDÜZ,A0003,7.25,1.950,PATİK,CODE 3P.XX SHORT
 10.Jan.2023,GÜNDÜZ,A0015,8.25,3.010,BAYAN SOKET,2023-1
 25.Jan.2023,GECE,A0001,7.50,2.280,KISA KONÇ,KISAKONC
 09.Jan.2023,GECE,A0020,11.58,4.070,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 17.Jan.2023,GECE,A0011,13.67,3.130,SNİCKERS,2023-2
 13.Feb.2023,GECE,A0023,17.00,3.720,SNİCKERS,2023-2
 17.Jan.2023,GÜNDÜZ,A0018,9.00,0.000,BAYAN PATİK,BAYAN SIMLI KARELI  PATIK
 27.Jan.2023,GECE,A0032,7.67,5.150,BAYAN ERKEK HAVLU,HAVLU TENIS
 14.Feb.2023,GÜNDÜZ,A0010,11.33,2.920,PATİK,CODE 3P.XX SHORT
 30.Jan.2023,GECE,A0025,14.75,5.200,KISA KONÇ,KISAKONC
 10.Jan.2023,GECE,A0033,11.17,4.450,BAYAN SOKET,DENIZ MAHSULLERİ
 09.Jan.2023,GECE,A0008,11.67,4.860,BAYAN SOKET,DENIZ MAHSULLERİ
 06.Feb.2023,GECE,A0015,14.42,5.160,KISA KONÇ,KISAKONC
 16.Jan.2023,GECE,A0019,12.00,4.040,BAYAN SOKET,RIB ANKLE PURPLE
 05.Jan.2023,GECE,A0011,16.25,5.020,KISA KONÇ,BRK-2
 10.Jan.2023,GÜNDÜZ,A0003,7.92,2.780,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 20.Jan.2023,GECE,A0024,13.00,2.930,SNİCKERS,2023-2
 02.Jan.2023,GÜNDÜZ,A0002,9.08,3.610,BAYAN SOKET,FLORAL ANKLE
 05.Feb.2023,GECE,A0016,24.83,8.840,KISA KONÇ,KISAKONC
 08.Feb.2023,GECE,A0032,11.92,7.120,SOKET TENİS,3P-TENİS HAVLU
 22.Feb.2023,GÜNDÜZ,A0034,9.00,0.000,BAYAN ERKEK KISAKONC HAVLU,TAM HAVLU KISA SOKET
 24.Jan.2023,GÜNDÜZ,A0013,10.58,3.290,PATİK,CODE 3P.XX SHORT
 07.Jan.2023,GECE,A0005,20.83,8.370,BAYAN SOKET,MAVI COKLU ARI
 26.Jan.2023,GÜNDÜZ,A0007,14.33,3.110,SNİCKERS,2023-2
 20.Feb.2023,GECE,A0020,14.08,4.780,BAYAN SOKET,CEMBERLI SOKET
 17.Jan.2023,GECE,A0019,7.00,2.400,BAYAN SOKET,RIB ANKLE PURPLE
 29.Jan.2023,GECE,A0018,20.00,0.000,BAYAN PATİK,BAYAN KÜÇÜK NOKTA
 09.Jan.2023,GECE,A0013,11.42,4.250,BAYAN SOKET,EKRU ÇOK ARI
 20.Jan.2023,GÜNDÜZ,A0013,9.00,2.860,PATİK,CODE 3P.XX SHORT
 12.Feb.2023,GECE,A0015,26.17,8.050,PATİK,CODE 3P.XX SHORT
 01.Feb.2023,GÜNDÜZ,A0031,9.50,1.680,BAYAN BAMBU BABET,2023-3
 29.Jan.2023,GECE,A0026,32.00,0.000,BAYAN PATİK,BAYAN KÜÇÜK NOKTA
 12.Feb.2023,GECE,A0021,24.00,7.200,BAYAN PATİK,KISAKONC SİM ÇEMBER
 19.Jan.2023,GÜNDÜZ,A0009,21.17,5.080,PATİK,CODE 3P.XX SHORT
 22.Jan.2023,GECE,A0035,24.67,7.610,PATİK,CODE 3P.XX SHORT
 02.Jan.2023,GÜNDÜZ,A0036,12.00,4.180,BAYAN SOKET,2023-1
 23.Jan.2023,GECE,A0006,10.00,0.000,ERKEK PATİK,CARERA PATİK
 19.Jan.2023,GECE,A0016,15.50,4.790,PATİK,CODE 3P.XX SHORT
 02.Jan.2023,GECE,A0006,12.00,0.000,ERKEK PATİK,CARERA PATİK
 27.Jan.2023,GECE,A0029,15.25,4.750,KISA KONÇ,KISAKONC
 02.Jan.2023,GECE,A0031,12.83,2.510,ÇETİK,3PK LOW CUT NO SHOW SOCKS
 30.Jan.2023,GÜNDÜZ,A0005,8.42,4.220,SOKET TENİS,3P-TENİS HAVLU
 09.Jan.2023,GÜNDÜZ,A0006,10.00,0.000,ERKEK PATİK,CARERA PATİK
 10.Jan.2023,GECE,A0027,12.83,4.090,BAYAN SOKET,MANTAR DESEN
 13.Feb.2023,GÜNDÜZ,A0011,10.75,1.900,ÇETİK,CEMBERLI BABET
 08.Jan.2023,GÜNDÜZ,A0030,10.92,3.880,BAYAN SOKET,POLKA DOTA ANKLE BLUE
 02.Jan.2023,GECE,A0028,14.42,5.020,BAYAN SOKET,KRAL TACI
 16.Jan.2023,GECE,A0009,17.25,4.170,PATİK,CODE 3P.XX SHORT
 25.Jan.2023,GÜNDÜZ,A0027,11.33,3.120,PATİK,CODE 3P.XX SHORT
 25.Jan.2023,GECE,A0006,15.00,0.000,ERKEK PATİK,CARERA PATİK
 27.Jan.2023,GECE,A0012,16.08,4.940,PATİK,CODE 3P.XX SHORT
 18.Jan.2023,GÜNDÜZ,A0019,8.25,2.830,BAYAN SOKET,RIB ANKLE PURPLE
 18.Jan.2023,GÜNDÜZ,A0002,8.00,3.180,BAYAN SOKET,FLORAL ANKLE
 17.Feb.2023,GECE,A0023,14.00,3.680,BAYAN SOKET,CEMBERLI YILDIZLI PATİK
 01.Feb.2023,GÜNDÜZ,A0017,14.00,0.000,BAYAN PATİK,BAYAN YILDIZ KABARTMA 
 13.Feb.2023,GECE,A0022,14.83,3.228,SNİCKERS,2023-2
 23.Jan.2023,GÜNDÜZ,A0008,11.00,2.330,SNİCKERS,2023-2
 02.Jan.2023,GÜNDÜZ,A0017,11.00,0.000,BAYAN KISAKONC,TUBE CEMBERLI 
 13.Jan.2023,GÜNDÜZ,A0032,7.25,2.710,BAYAN SOKET,DALSIZ PAPTYA
 09.Jan.2023,GÜNDÜZ,A0035,8.17,3.240,BAYAN SOKET,TEK ARI
 19.Jan.2023,GECE,A0031,13.92,2.460,BAYAN BAMBU BABET,2023-3
 03.Feb.2023,GECE,A0027,16.58,5.140,KISA KONÇ,KISAKONC
 03.Feb.2023,GÜNDÜZ,A0015,8.75,3.120,KISA KONÇ,KISAKONC
 06.Jan.2023,GÜNDÜZ,A0025,7.42,2.750,BAYAN SOKET,FLAMINGO SOKET
 21.Feb.2023,GÜNDÜZ,A0004,2.00,0.000,HAVLU DİZALTI,DERBILI HAVLU DİZALTI
 22.Jan.2023,GECE,A0020,26.83,7.460,PATİK,CODE 3P.XX SHORT
 20.Jan.2023,GÜNDÜZ,A0010,10.17,2.630,PATİK,CODE 3P.XX SHORT
 07.Feb.2023,GÜNDÜZ,A0023,9.42,2.200,SNİCKERS,2023-2
 09.Feb.2023,GECE,A0028,11.83,4.020,BAYAN SOKET,PUNALI SOKET
 13.Feb.2023,GÜNDÜZ,A0010,12.67,3.300,PATİK,CODE 3P.XX SHORT
 02.Jan.2023,GÜNDÜZ,A0031,10.33,2.040,ÇETİK,3PK LOW CUT NO SHOW SOCKS
 25.Jan.2023,GECE,A0020,16.17,4.410,PATİK,CODE 3P.XX SHORT
 06.Jan.2023,GÜNDÜZ,A0008,7.42,3.010,BAYAN SOKET,DENIZ MAHSULLERİ
 11.Jan.2023,GÜNDÜZ,A0021,8.25,3.030,BAYAN SOKET,FLORAL ANKLE
 20.Feb.2023,GECE,A0002,12.92,4.480,BAYAN SOKET,KALPLI SOKET
 18.Jan.2023,GECE,A0031,13.33,2.340,BAYAN BAMBU BABET,2023-3
 02.Jan.2023,GECE,A0034,11.00,0.000,ERKEK PATİK,CARERA PATİK
 01.Feb.2023,GECE,A0002,12.17,4.620,BAYAN SOKET,COK ÇİÇEKLİ
 02.Feb.2023,GECE,A0006,16.00,0.000,ERKEK PATİK,CARERA PATİK
 27.Jan.2023,GÜNDÜZ,A0036,4.00,1.920,SOKET TENİS,SÜPERCITY TENIS
 30.Jan.2023,GECE,A0016,22.92,5.320,KISA KONÇ,KISAKONC
 19.Jan.2023,GÜNDÜZ,A0034,10.00,0.000,ERKEK PATİK,CARERA PATİK
 15.Jan.2023,GÜNDÜZ,A0001,15.92,5.850,BAYAN SOKET,DALGA DESEN
 14.Feb.2023,GÜNDÜZ,A0027,7.83,2.790,BAYAN SOKET,PUNALI SOKET
 30.Jan.2023,GECE,A0027,13.08,4.140,KISA KONÇ,KISAKONC
 13.Feb.2023,GECE,A0020,12.83,4.620,BAYAN SOKET,CEMBERLI SOKET
 11.Jan.2023,GÜNDÜZ,A0020,7.83,2.810,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 16.Feb.2023,GÜNDÜZ,A0031,11.25,1.940,ÇETİK,KARE  BABET
 06.Jan.2023,GECE,A0025,6.17,2.300,BAYAN SOKET,FLAMINGO SOKET
 21.Feb.2023,GÜNDÜZ,A0030,8.67,3.020,BAYAN SOKET,KALPLI SOKET
 06.Feb.2023,GECE,A0020,16.75,4.650,PATİK,CODE 3P.XX SHORT
 01.Feb.2023,GECE,A0017,17.00,0.000,BAYAN PATİK,BAYAN YILDIZ KABARTMA 
 02.Feb.2023,GÜNDÜZ,A0028,10.33,3.320,KISA KONÇ,KISAKONC
 12.Feb.2023,GECE,A0017,29.00,0.000,BAYAN KISAKONC,DERBILI CEMBERLİ
 01.Feb.2023,GECE,A0034,14.00,0.000,ERKEK PATİK,CARERA PATİK
 02.Jan.2023,GÜNDÜZ,A0014,10.17,3.930,BAYAN SOKET,DALLI   PAPTYA
 02.Feb.2023,GECE,A0017,13.00,0.000,BAYAN PATİK,BAYAN YILDIZ KABARTMA 
 13.Jan.2023,GECE,A0014,14.67,5.340,BAYAN SOKET,2023-1
 08.Feb.2023,GECE,A0025,12.25,4.340,KISA KONÇ,KISAKONC
 12.Feb.2023,GECE,A0026,19.00,0.000,BAYAN PATİK,DERBILI NOKTALI
 16.Feb.2023,GECE,A0013,15.08,4.720,PATİK,CODE 3P.XX SHORT
 22.Feb.2023,GECE,A0026,12.00,0.000,BAYAN PATİK,KOPEK PATİK
 22.Feb.2023,GECE,A0019,15.25,5.490,BAYAN SOKET,BAYAN SOKET DUZ
 27.Jan.2023,GÜNDÜZ,A0006,10.00,0.000,ERKEK PATİK,CARERA PATİK
 13.Jan.2023,GECE,A0017,30.00,0.000,BAYAN KISAKONC,TUBE CEMBERLI 
 27.Jan.2023,GÜNDÜZ,A0030,10.00,3.120,KISA KONÇ,KISAKONC
 24.Jan.2023,GECE,A0002,10.33,3.640,BAYAN SOKET,ÇİÇEKLI
 08.Jan.2023,GÜNDÜZ,A0030,6.83,2.410,BAYAN SOKET,POLKA DOTA ANKLE BLUE
